n11517898	53371	afterglow	a glow sometimes seen in the sky after sunset
n00034213	52984	phenomenon	any state or process known through the senses rather than by intuition or reasoning
n03792782	52659	"mountain_bike,all-terrain_bike,off-roader"	a bicycle with a sturdy frame and fat tires; originally designed for riding in mountainous country
n06892979	52585	rock_concert	a performance of rock music
n03791235	52223	"motor_vehicle,automotive_vehicle"	a self-propelled wheeled vehicle that does not run on rails
n00521562	51805	"presentation,presentment,demonstration"	a show or display; the act of presenting something to sight or view
n08652970	51522	space	an area reserved for some particular purpose
n13484644	51520	"freeze,freezing"	the withdrawal of heat to change something from a liquid to a solid
n08307589	51466	"meeting,group_meeting"	a formally arranged gathering
n08191230	51388	"army,regular_army,ground_forces"	a permanent organization of the military land forces of a nation or state
n03088389	51373	condominium	housing consisting of a complex of dwelling units (as an apartment house) in which each unit is individually owned
n01097292	51216	"market,marketplace,market_place"	the world of commercial activity where goods and services are bought and sold
n03186399	50952	diagram	a drawing intended to explain how something works; a drawing showing the relation between the parts
n09827683	50783	"baby,babe,infant"	a very young child (birth to 1 year) who has not yet begun to walk or talk
n01845132	50600	"waterfowl,water_bird,waterbird"	freshwater aquatic bird
n14915184	50596	"ice,water_ice"	water frozen in the solid state
n01168569	50344	"competition,contention,rivalry"	the act of competing as for profit or a prize
n08497107	50143	arena	the central area of an ancient Roman amphitheater where contests and spectacles were held; especially an area that was strewn with sand
n10622053	50090	soldier	an enlisted man or woman who serves in an army
n02840619	49906	"binding,book_binding,cover,back"	"the protective covering on the front, back, and spine of a book"
n08196024	49855	"air_force,airforce"	the airborne branch of a country's armed forces
n05302499	49820	"mouth,oral_cavity,oral_fissure,rima_oris"	the opening through which food is taken in and vocalizations emerge
n07464725	49618	"tournament,tourney"	a sporting competition in which contestants play a series of games to decide the winner
n04468005	49504	"train,railroad_train"	public transport provided by a line of railway cars coupled together and drawn by a locomotive
n07133701	49498	conversation	the use of speech for informal exchange of views or ideas or information etc.
n15155220	49435	"day,twenty-four_hours,twenty-four_hour_period,24-hour_interval,solar_day,mean_solar_day"	time for Earth to make a complete rotation on its axis
n05933246	48176	"view,aspect,prospect,scene,vista,panorama"	the visual percept of a region
n01523656	47885	"Insessores,order_Insessores,perching_bird,percher"	a bird with feet adapted for perching (as on tree branches); this order is now generally abandoned by taxonomists
n04103364	47853	rolling_stock	collection of wheeled vehicles owned by a railroad or motor carrier
n00222376	47798	fell	the act of felling something (as a tree)
n04037625	47619	"racetrack,racecourse,raceway,track"	a course over which races are run
n02931417	47404	"cabaret,nightclub,night_club,club,nightspot"	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink
n05032565	47179	endurance	the power to withstand hardship or stress
n00715843	46932	baking	making bread or cake or pastry etc.
n04312432	46828	"steeple,spire"	a tall tower that forms the superstructure of a building (usually a church or temple) and that tapers to a point at the top
n09347779	46160	"marsh,marshland,fen,fenland"	low-lying wet land with grassy vegetation; usually is a transition zone between land and water
n04210390	45785	shrine	a place of worship hallowed by association with some sacred thing or person
n09474010	45712	wadi	gully or streambed in northern Africa and the Middle East that remains dry except during rainy season
n07020538	45385	dance	an artistic form of nonverbal communication
n05289297	45245	"muscle,musculus"	one of the contractile organs of the body
n02283201	44948	moth	typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae
n12205694	44838	"herb,herbaceous_plant"	a plant lacking a permanent woody stem; many are flowering garden plants or potherbs; some having medicinal properties; some are pests
n01901828	44735	"whisker,vibrissa,sensory_hair"	a long stiff hair growing from the snout or brow of most mammals as e.g. a cat
n09386842	44712	"pass,mountain_pass,notch"	the location in a range of mountains of a geological formation that is lower than the surrounding peaks
n07240549	44588	"lecture,public_lecture,talk"	a speech that is open to the public
n08274354	44582	troop	a group of soldiers
n08327816	44567	seminar	any meeting for an exchange of ideas
n09212572	44534	badlands	deeply eroded barren land
n04374735	44240	"synagogue,temple,tabernacle"	(Judaism) the place of worship for a Jewish congregation
n06617165	44065	film_noir	"a movie that is marked by a mood of pessimism, fatalism, menace, and cynical characters"
n13165815	43760	"trunk,tree_trunk,bole"	the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
n08617963	43749	"peak,crown,crest,top,tip,summit"	the top or extreme point of something (usually a mountain or hill)
n11939491	43669	daisy	any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
n00295701	42992	"travel,traveling,travelling"	the act of going from one place to another
n06261744	42896	"multimedia,multimedia_system"	transmission that combine media of communication (text and graphics and sound etc.)
n05752544	42867	"learning,acquisition"	the cognitive process of acquiring skill or knowledge
n01767661	41963	arthropod	invertebrate having jointed limbs and a segmented body with an exoskeleton made of chitin
n06403969	41841	"calligraphy,penmanship,chirography"	beautiful handwriting
n02788021	41428	"banner,streamer"	long strip of cloth or paper used for decoration or advertising
n04037443	41416	"racer,race_car,racing_car"	a fast car that competes in races
n05715864	41263	"relish,flavor,flavour,sapidity,savor,savour,smack,nip,tang"	the taste experience when a savoury condiment is taken into the mouth
n04417809	40615	"theater,theatre,house"	a building where theatrical performances or motion-picture shows can be presented
n07202579	40446	label	a brief description given for purposes of identification
n03451798	40310	"graffito,graffiti"	a rude decoration inscribed on rocks or walls
n03277771	40284	electronic_device	a device that accomplishes its purpose electronically
n07622061	39672	baked_goods	foods (like breads and cakes and pastries) that are cooked in an oven
n15093938	39599	wallpaper	a decorative paper for the walls of rooms
n02897820	39357	brick	rectangular block of clay baked by the sun or in a kiln; used as a building or paving material
n03679712	39171	"living_room,living-room,sitting_room,front_room,parlor,parlour"	a room in a private house or establishment where people can sit and talk and relax
n00429949	39080	"fun,merriment,playfulness"	activities that are enjoyable or amusing
n04379243	38831	table	a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs
n04440749	38079	"tire,tyre"	hoop that covers a wheel
n03719053	38071	"mansion,mansion_house,manse,hall,residence"	a large and imposing house
n03073977	37968	"column,pillar"	(architecture) a tall vertical cylindrical structure standing upright and used to support a structure
n00449517	37927	"auto_racing,car_racing"	the sport of racing automobiles
n03169390	37475	"decoration,ornament,ornamentation"	something used to beautify
n15196186	37442	"Christmas,Christmas_Day,Xmas,Dec_25"	"a Christian holiday celebrating the birth of Christ; a quarter day in England, Wales, and Ireland"
n00310666	37076	"tour,circuit"	a journey or route all the way around a particular place or area
n12620196	37042	"rose,rosebush"	any of many shrubs of the genus Rosa that bear roses
n08639058	37042	"seaport,haven,harbor,harbour"	a sheltered port where ships can take on or discharge cargo
n03777283	36991	"model,simulation"	representation of something (sometimes on a smaller scale)
n03493333	36858	"hardware,computer_hardware"	"(computer science) the mechanical, magnetic, electronic, and electrical components making up a computer system"
n08640531	36566	"resort,resort_hotel,holiday_resort"	a hotel located in a resort area
n14915622	36454	"frost,hoar,hoarfrost,rime"	ice crystals forming a white deposit (especially on objects outside)
n00654885	36192	"care,attention,aid,tending"	the work of providing treatment for or attending to someone or something
n00624738	36153	"exercise,exercising,physical_exercise,physical_exertion,workout"	the activity of exerting your muscles in various ways to keep fit
n00519333	36121	"carnival,fair,funfair"	a traveling show; having sideshows and rides and games of skill etc.
n06403393	36066	"handwriting,hand,script"	something written by hand
n07003352	35990	"comic_strip,cartoon_strip,strip,funnies"	a sequence of drawings telling a story in a newspaper or comic book
n02947212	35932	canal	long and narrow strip of water made for boats or for irrigation
n03100240	35873	convertible	a car that has top that can be folded or removed
n03745146	35735	"menagerie,zoo,zoological_garden"	the facility where wild animals are housed for exhibition
n00511555	35578	carnival	a festival marked by merrymaking and processions
n11452218	35527	"energy,free_energy"	(physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work; the units of energy are joules or ergs
n02796995	35495	"barroom,bar,saloon,ginmill,taproom"	a room or establishment where alcoholic drinks are served over a counter
n02687423	35139	aircraft_engine	the engine that powers and aircraft
n03790512	34935	"motorcycle,bike"	a motor vehicle with two wheels and a strong frame
n02704949	34848	"amphitheater,amphitheatre,coliseum"	an oval large stadium with tiers of seats; an arena in which contests and spectacles are held
n07210225	34789	"protest,protestation"	a formal and solemn declaration of objection
n10376523	34774	"oldster,old_person,senior_citizen,golden_ager"	an elderly person
n07941945	34705	biome	a major biotic community characterized by the dominant forms of plant life and the prevailing climate
n05254393	34602	"hair,pilus"	any of the cylindrical filaments characteristically growing from the epidermis of a mammal
n09239740	34318	"celestial_body,heavenly_body"	natural objects visible in the sky
n02924116	34142	"bus,autobus,coach,charabanc,double-decker,jitney,motorbus,motorcoach,omnibus,passenger_vehicle"	a vehicle carrying many passengers; used for public transport
n11482706	34136	mist	a thin fog with condensation near the ground
n08188235	34065	ensemble	a group of musicians playing or singing together
n10101634	34057	"football_player,footballer"	an athlete who plays American football
n02732072	33974	"aquarium,fish_tank,marine_museum"	a tank or pool or bowl filled with water for keeping live fish and underwater animals
n01661091	33941	"reptile,reptilian"	"any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms"
n02973558	33610	carving	a sculpture created by removing material (as wood or ivory or stone) in order to create a desired shape
n07452074	33582	"wedding,wedding_ceremony,nuptials,hymeneals"	the social event at which the ceremony of marriage is performed
n06099269	33520	electronics	the branch of physics that deals with the emission and effects of electrons and with the use of electronic devices
n03748162	33491	"mercantile_establishment,retail_store,sales_outlet,outlet"	a place of business for retailing goods
n07456638	33217	"athletic_contest,athletic_competition,athletics"	a contest between athletes
n10036929	32980	drummer	someone who plays a drum
n03221720	32781	door	a swinging or sliding barrier that will close the entrance to a room or building or vehicle
n07456188	32538	"contest,competition"	an occasion on which a winner is selected from among two or more contestants
n09874618	32138	bride	a woman who has recently been married
n11530512	32094	crop	a cultivated plant that is grown commercially on a large scale
n08252602	32086	party	a group of people gathered together for pleasure
n03684823	31923	"locomotive,engine,locomotive_engine,railway_locomotive"	a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks
n06794110	31526	street_sign	a sign visible from the street
n00313806	31481	sailing	riding in a sailboat
n04285965	31063	"sport_utility,sport_utility_vehicle,S.U.V.,SUV"	a high-performance four-wheel drive car built on a truck chassis
n04049098	30927	"railway_station,railroad_station,railroad_terminal,train_station,train_depot"	terminal where trains load or unload passengers or goods
n02690081	30858	"airline,airline_business,airway"	a commercial enterprise that provides scheduled flights for passengers
n09257761	30767	cove	a small inlet
n02801047	30762	"basilica,Roman_basilica"	a Roman building used for public administration
n14546432	30674	"fitness,physical_fitness"	good physical condition; being in shape or in condition
n01139194	30560	"license,permission,permit"	the act of giving a formal (usually written) authorization
n02942699	30548	"camera,photographic_camera"	equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other)
n05556943	30448	"abdomen,venter,stomach,belly"	the region of the body of a vertebrate between the thorax and the pelvis
n14009481	30424	running	the state of being in operation
n02778669	30360	ball	round object that is hit or thrown or kicked in games
n07747607	30336	orange	round yellow to orange fruit of any of several citrus trees
n02876657	29921	bottle	a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
n07712382	29757	snack_food	food for light meals or for eating between meals
n09302616	29753	"highland,upland"	"elevated (e.g., mountainous) land"
n03455033	29550	"grave,tomb"	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)
n03006105	29544	channel	a passage for water (or other fluids) to flow through
n00441824	29523	"water_sport,aquatics"	sports that involve bodies of water
n07575726	29472	dinner	the main meal of the day served in the evening or at midday
n03547054	29450	"hovel,hut,hutch,shack,shanty"	small crude shelter used as a dwelling
n02274259	29316	butterfly	diurnal insect typically having a slender body with knobbed antennae and broad colorful wings
n07493280	29115	"relief,alleviation,assuagement"	the feeling that comes when something burdensome is removed or reduced
n04092305	29071	rim	the outer part of a wheel to which the tire is attached
n07620822	29003	"frosting,icing,ice"	a flavored sugar topping used to coat and decorate cakes
n05261566	28933	"beard,face_fungus,whiskers"	the hair growing on the lower part of a man's face
n03597469	28893	"jewelry,jewellery"	an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems)
n04490091	28818	"truck,motortruck"	an automotive vehicle suitable for hauling
n09475292	28724	"waterfall,falls"	a steep descent of the water of a river
n03385557	28557	"fortification,munition"	defensive structure consisting of walls or mounds built around a stronghold to strengthen it
n04199027	28362	shoe	footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material
n07907943	28277	"liqueur,cordial"	strong highly flavored sweet liquor usually drunk after a meal
n03963645	27664	playground	yard consisting of an outdoor area for children's play
n11449907	27637	electricity	a physical phenomenon associated with stationary or moving electrons and protons
n09445289	27444	steppe	extensive plain without trees (associated with eastern Russia and Siberia)
n13001041	27400	mushroom	common name for an edible agaric (contrasting with the inedible toadstool)
n01322604	27363	puppy	a young dog
n00522145	27297	exhibition	the act of exhibiting
n03721590	27120	marina	a fancy dock for small yachts and cabin cruisers
n00445351	27115	"rowing,row"	the act of rowing as a sport
n15100112	27097	hardwood	the wood of broad-leaved dicotyledonous trees (as distinguished from the wood of conifers)
n10372373	26970	"official,functionary"	a worker who holds or is invested with an office
n03287733	26860	engine	motor that converts thermal energy to mechanical work
n02959942	26683	"car,railcar,railway_car,railroad_car"	a wheeled vehicle adapted to the rails of railroad
n03327234	26625	"fence,fencing"	a barrier that serves to enclose an area
n03512147	26548	"helicopter,chopper,whirlybird,eggbeater"	an aircraft without wings that obtains its lift from the rotation of overhead blades
n05809745	25621	tradition	an inherited pattern of thought or action
n15137676	25585	"leisure,leisure_time"	time available for ease and relaxation
n07144834	25485	"press_conference,news_conference"	a conference at which press and tv reporters ask questions of a politician or other celebrity
n02780916	25326	"ball_field,baseball_field,diamond"	the baseball playing field
n03595860	25318	"jet,jet_plane,jet-propelled_plane"	an airplane powered by one or more jet engines
n04248607	25193	"snapshot,snap,shot"	an informal photograph; usually made with a small hand-held camera
n03504723	25174	"headquarters,central_office,main_office,home_office,home_base"	(usually plural) the office that serves as the administrative center of an enterprise
n08645847	25099	"savanna,savannah"	a flat grassland in tropical or subtropical regions
n04394630	24945	"tarmacadam,tarmac,macadam"	a paved surface having compressed layers of broken rocks held together with tar
n00445802	24794	"boxing,pugilism,fisticuffs"	fighting with the fists
n04128499	24652	"sailboat,sailing_boat"	a small sailing vessel; usually with a single mast
n08500433	24562	"outer_space,space"	any location outside the Earth's atmosphere
n13252513	24476	plantation	an estate where cash crops are grown on a large scale (especially in tropical areas)
n02992529	24431	"cellular_telephone,cellular_phone,cellphone,cell,mobile_phone"	"a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver"
n03120198	24427	"court,courtyard"	an area wholly or partly surrounded by walls or buildings
n10599806	24327	"singer,vocalist,vocalizer,vocaliser"	a person who sings
n02734725	24248	architecture	an architectural product or work
n00293916	24228	"run,running"	the act of running; traveling on foot at a fast pace
n08211290	24215	"military_police,MP"	a military corps that enforces discipline and guards prisoners
n13163991	24186	"branchlet,twig,sprig"	a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
n01846331	24165	duck	small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs
n13984944	24086	shadow	shade within clear boundaries
n05305806	23943	lip	either of two fleshy folds of tissue that surround the mouth and play a role in speaking
n02122948	23821	"kitten,kitty"	young domestic cat
n02758134	23735	auditorium	the area of a theater or concert hall where the audience sits
n09405396	23513	rapid	a part of a river where the current is very fast
n09281104	23494	"fjord,fiord"	a long narrow inlet of the sea between steep cliffs; common in Norway
n03859495	23434	"outerwear,overclothes"	clothing for use outdoors
n11462526	23377	"storm,violent_storm"	a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning
n07886849	23361	beer	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops
n04535524	23222	villa	detached or semidetached suburban house
n07460546	23167	marathon	a footrace of 26 miles 385 yards
n03038685	23057	"classroom,schoolroom"	a room in a school where lessons take place
n08633957	22999	port	a place (seaport or airport) where people and merchandise can enter or leave a country
n10577284	22943	"seller,marketer,vender,vendor,trafficker"	someone who promotes or exchanges goods or services for money
n05320899	22917	ear	the sense organ for hearing and equilibrium
n02690373	22739	airliner	a commercial airplane that carries passengers
n01858441	22666	swan	stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult
n00288970	22621	"hike,hiking,tramp"	a long walk usually for exercise or pleasure
n15259284	22564	"Middle_Ages,Dark_Ages"	the period of history between classical antiquity and the Italian Renaissance
n00722479	22563	position	(in team sports) the role assigned to an individual player
n05716577	22350	"sweet,sweetness,sugariness"	the taste experience when sugar dissolves in the mouth
n07555863	22296	"food,solid_food"	any solid substance (as opposed to liquid) that is used as a source of nourishment
n06696483	22237	"award,accolade,honor,honour,laurels"	a tangible symbol signifying approval or distinction
n04371225	22113	"swimming_pool,swimming_bath,natatorium"	pool that provides a facility for swimming
n12310349	22104	lilac	any of various plants of the genus Syringa having large panicles of usually fragrant flowers
n10688070	22027	tackle	the person who plays that position on a football team
n02892201	22026	"brass,memorial_tablet,plaque"	a memorial made of brass
n07628870	22002	cake	"baked goods made from or based on a mixture of flour, sugar, eggs, and fat"
n03220513	21886	dome	a hemispherical roof
n08248157	21697	orchestra	a musical organization consisting of a group of instrumentalists including string players
n06147873	21574	mythology	the study of myths
n14521648	21553	"fog,fogginess,murk,murkiness"	an atmosphere in which visibility is reduced because of a cloud of some substance
n11509570	21546	"blizzard,snowstorm"	a storm with widespread snowfall accompanied by strong winds
n08425303	21546	traffic	the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time
n10403876	21413	"passenger,rider"	a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it
n02121808	21341	"domestic_cat,house_cat,Felis_domesticus,Felis_catus"	any domesticated member of the genus Felis
n02161457	21092	pollinator	an insect that carries pollen from one flower to another
n14846779	21064	nectar	a sweet liquid secretion that is attractive to pollinators
n00838367	20926	"eating,feeding"	the act of consuming food
n08505573	20748	desert	arid land with little or no vegetation
n08613345	20464	silhouette	an outline of a solid object (as cast by its shadow)
n09238926	20397	cave	a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea
n04190052	20380	shelf	a support that consists of a horizontal surface for holding objects
n02206856	20368	bee	any of numerous hairy-bodied insects including social and solitary species
n02858179	20217	boardwalk	a walkway made of wooden boards; usually at seaside
n11465888	20185	haze	atmospheric moisture or dust or smoke that causes reduced visibility
n02374451	20102	"horse,Equus_caballus"	solid-hoofed herbivorous quadruped domesticated since prehistoric times
n00290579	20054	"march,marching"	the act of marching; walking with regular steps (especially in a procession of some kind)
n05262185	20047	"mustache,moustache"	an unshaved growth of hair on the upper lip
n10148035	20010	"groom,bridegroom"	a man participant in his own marriage ceremony
n00308370	19923	trip	a journey for some purpose (usually including the return)
n13099833	19879	"evergreen,evergreen_plant"	a plant having foliage that persists and remains green throughout the year
n03329663	19754	"ferry,ferryboat"	a boat that transports people or vehicles across a body of water and operates on a regular schedule
n04565375	19673	"weapon,arm,weapon_system"	any instrument or instrumentality used in fighting or hunting
n07059626	19584	"disco,disco_music"	popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques
n13963970	19443	"marriage,matrimony,union,spousal_relationship,wedlock"	the state of being a married couple voluntarily joined for life (or until divorce)
n09233446	19297	"canyon,canon"	a ravine formed by a river in an area with little rainfall
n07776866	19270	seafood	edible fish (broadly including freshwater fish) or shellfish or roe etc
n07272084	19250	"logo,logotype"	a company emblem or device
n15041050	19185	siding	material applied to the outside of a building to make it weatherproof
n04187547	19146	shed	an outbuilding with a single story; used for shelter or storage
n03896103	19141	passenger_ship	a ship built to carry passengers
n06791372	19114	"signal,signaling,sign"	any nonverbal action or gesture that encodes a message
n08407619	18907	"exhibition,exposition,expo"	a collection of things (goods or works of art etc.) for public display
n03450230	18813	gown	"a woman's dress, usually with a close-fitting bodice and a long flared skirt, often worn on formal occasions"
n00450700	18667	equestrian_sport	a sport that tests horsemanship
n10676319	18649	supermodel	a fashion model who has attained the status of a celebrity
n07576438	18612	picnic	any informal meal eaten outside or on an excursion
n11624840	18578	spruce	light soft moderately strong wood of spruce trees; used especially for timbers and millwork
n03965456	18531	"plaza,mall,center,shopping_mall,shopping_center,shopping_centre"	mercantile establishment consisting of a carefully landscaped complex of shops representing leading merchandisers; usually includes restaurants and a convenient parking area; a modern version of the traditional marketplace
n05562249	18500	thigh	the part of the leg between the hip and the knee
n14625458	18276	"metallic_element,metal"	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
n00312932	18145	"cruise,sail"	an ocean trip taken for pleasure
n06998748	18109	"artwork,art,graphics,nontextual_matter"	photographs or other visual representations in a printed publication
n03368141	18070	"flower_arrangement,floral_arrangement"	a decorative arrangement of flowers
n04215402	17868	"sidewalk,pavement"	walk consisting of a paved area for pedestrians; usually beside a street or roadway
n03478907	17806	hall	a large room for gatherings or entertainment
n04969798	17788	"greenish_blue,aqua,aquamarine,turquoise,cobalt_blue,peacock_blue"	a shade of blue tinged with green
n09406793	17773	reef	a submerged ridge of rock or coral near the surface of the water
n04459122	17440	"touring_car,phaeton,tourer"	large open car seating four with folding top
n08254876	17370	wedding_reception	a reception for wedding guests held after the wedding
n03455488	17332	"gravestone,headstone,tombstone"	a stone that is used to mark a grave
n10083358	17327	"fellow,dude,buster"	an informal form of address for a man
n00841091	17115	"graze,grazing"	the act of grazing
n08428485	17100	parade	a ceremonial procession including people marching
n14759722	17042	leather	an animal skin made smooth and flexible by removing the hair and then tanning
n09463226	17025	tundra	a vast treeless plain in the Arctic regions where the subsoil is permanently frozen
n03335030	16983	"fighter,fighter_aircraft,attack_aircraft"	a high-speed military or naval airplane designed to destroy enemy aircraft in the air
n02799071	16879	baseball	a ball used in playing baseball
n12619306	16875	"Rosaceae,family_Rosaceae,rose_family"	a large family of dicotyledonous plants of order Rosales; have alternate leaves and five-petaled flowers with numerous stamens
n09475179	16841	watercourse	natural or artificial channel through which water flows
n07574923	16737	brunch	combination breakfast and lunch; usually served in late morning
n08390157	16728	"infantry,foot"	an army unit consisting of soldiers who fight on foot
n03948242	16719	piste	a ski run densely packed with snow
n10127273	16709	gentleman	a man of refinement
n02677136	16638	"acrylic,acrylic_paint"	used especially by artists
n09261960	16602	"cumulus,cumulus_cloud"	a globular cloud
n04347119	16508	"subcompact,subcompact_car"	a car smaller than a compact car
s02444475	16358	"north-polar,Arctic"	of or relating to the Arctic
n04356056	16345	"sunglasses,dark_glasses,shades"	spectacles that are darkened or polarized to protect the eyes from the glare of the sun
n04225987	16252	skateboard	a board with wheels that is ridden in a standing or crouching position and propelled by foot
n01327322	16235	"hybrid,crossbreed,cross"	(genetics) an organism that is the offspring of genetically dissimilar parents or stock; especially offspring produced by breeding plants or animals of different varieties or breeds or species
n08227214	16221	"club,social_club,society,guild,gild,lodge,order"	a formal association of people with similar interests
n02804123	16144	bass_guitar	the guitar with six strings that has the lowest pitch
n00923444	16135	"industry,manufacture"	the organized action of making of goods and services for sale
n00319312	15955	"packing,backpacking"	carrying something in a pack on the back
n10974592	15937	"Ford,Henry_Ford"	United States manufacturer of automobiles who pioneered mass production (1863-1947)
n03316406	15910	"factory,mill,manufacturing_plant,manufactory"	a plant consisting of one or more buildings with facilities for manufacturing
n02733075	15886	"arboretum,botanical_garden"	a facility where trees and shrubs are cultivated for exhibition
n00081836	15869	shopping	searching for or buying goods or services
n04313628	15842	"stele,stela"	an ancient upright stone slab bearing markings
n03873699	15840	paddle	a blade of a paddle wheel or water wheel
n02954340	15838	cap	a tight-fitting headdress
n07847198	15813	cream	the part of milk containing the butterfat
n06410904	15748	book	a written work or composition that has been published (printed on pages bound together)
n02898369	15737	brickwork	masonry done with bricks and mortar
n15168185	15701	midnight	12 o'clock at night; the middle of the night
n14974264	15642	paper	a material made of cellulose pulp derived mainly from wood or rags or certain grasses
n07711080	15613	"french_fries,french-fried_potatoes,fries,chips"	strips of potato fried in deep fat
n04516672	15522	utensil	an implement for practical use (especially in a household)
n08521623	15494	"cemetery,graveyard,burial_site,burial_ground,burying_ground,memorial_park,necropolis"	a tract of land used for burials
n04313503	15336	"steering_wheel,wheel"	a handwheel that is used for steering
n08390511	15298	"militia,reserves"	civilians trained as soldiers but not part of the regular army
n05602835	15277	cheek	either side of the face below the eyes
n12849717	15264	lavender	any of various Old World aromatic shrubs or subshrubs with usually mauve or blue flowers; widely cultivated
n00325785	15130	"mountain_climbing,mountaineering"	the activity of climbing a mountain
n13931436	15115	"love_affair,romance"	a relationship between two lovers
n03336459	15103	"figurine,statuette"	a small carved or molded figure
n01317391	15070	"pack_animal,sumpter"	an animal (such as a mule or burro or horse) used to carry loads
n03322836	14980	farmhouse	house for a farmer and family
n00309906	14893	"campaign,hunting_expedition,safari"	an overland journey by hunters (especially in Africa)
n07302836	14886	fire	the event of something burning (often destructive)
n02686121	14868	airbus	a subsonic jet airliner operated over short distances
n12387839	14830	violet	any of numerous low-growing violas with small flowers
n03479952	14815	"hallway,hall"	an interior passage or corridor onto which rooms open
n03595614	14785	"jersey,T-shirt,tee_shirt"	a close-fitting pullover shirt
n06596364	14707	comic_book	a magazine devoted to comic strips
n04314914	14591	"step,stair"	support consisting of a place to rest the foot while ascending or descending a stairway
n04435180	14553	tile	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
n08494231	14523	"amusement_park,funfair,pleasure_ground"	a commercially operated park with stalls and shows for amusement
n02813645	14474	"bazaar,bazar"	a street of small shops (especially in Orient)
n04128837	14429	"sailing_vessel,sailing_ship"	a vessel that is powered by the wind; often having several masts
n07560193	14383	fast_food	inexpensive food (hamburgers or chicken or milkshakes) prepared and served quickly
n11484975	14359	"moonlight,moonshine,Moon"	the light of the Moon
n03348454	14291	"firework,pyrotechnic"	(usually plural) a device with an explosive that burns at a low rate and with colored flames; can be used to illuminate areas or send signals etc.
n06514529	14275	ancient_history	a history of the ancient world
n04610013	14256	"yacht,racing_yacht"	an expensive vessel propelled by sail or power and used for cruising or racing
n00911048	14241	"construction,building"	the act of constructing something
n07891726	14223	"wine,vino"	fermented juice (of grapes especially)
n02951358	14131	canoe	small and light boat; pointed at both ends; propelled with a paddle
n08665281	14034	"Torrid_Zone,tropical_zone,tropics"	the part of the Earth's surface between the Tropic of Cancer and the Tropic of Capricorn; characterized by a hot climate
n02021795	13998	"seabird,sea_bird,seafowl"	a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.
n02873839	13870	"booth,cubicle,stall,kiosk"	small area set off by walls for special use
n09358358	13849	"Moon,moon"	the natural satellite of the Earth
n07370410	13808	"climb,climbing,mounting"	an event that involves rising to a higher point (as in altitude or temperature or intensity etc.)
n01106272	13787	"freight,freightage"	transporting goods commercially at rates cheaper than express rates
n02997391	13749	ceramic	an artifact made of hard brittle material produced from nonmetallic minerals by firing at high temperatures
n05552607	13724	"thorax,chest,pectus"	the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates
n00471613	13709	"baseball,baseball_game"	a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs
n03201638	13674	"dinner_dress,dinner_gown,formal,evening_gown"	a gown for evening wear
n02826886	13654	bell_tower	a tower that supports or shelters a bell
n08256567	13522	supper	a social gathering where a light evening meal is served
n00136329	13486	"kick,boot,kicking"	the act of delivering a blow with the foot
n03038595	13417	classic	a creation of the highest excellence
n06358900	13361	"web_page,webpage"	a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser
n02092468	13324	terrier	any of several usually small short-bodied breeds originally trained to hunt animals living underground
n05313535	13321	"eyebrow,brow,supercilium"	the arch of hair above each eye
n01915811	13296	coral	marine colonial polyp characterized by a calcareous skeleton; masses in a variety of shapes often forming reefs
n03655295	13294	"Lego,Lego_set"	(trademark) a child's plastic construction set for making mechanical models
